,Case,No,Task,segment,year,miles,night,gender,age,educ,region,Urb,income,ppark,Choice,alt,CC,GN,NS,BU,FA,LD,BZ,FC,FP,RP,PP,KA,SC,TS,NV,MA,LB,AF,HU,Price,chid
6679.Ch1,557,10571,7,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,1,2,0,0,6,0,0,0,1,0,1,0,1,4,0,3,1,0,0,2,12,6679
6679.Ch2,557,10571,7,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,2,1,0,0,6,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,8,6679
6679.Ch3,557,10571,7,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,3,3,0,0,6,0,0,0,2,0,2,0,1,3,0,3,2,0,0,2,7,6679
6679.Ch4,557,10571,7,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6679
6680.Ch1,557,10572,8,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,1,0,2,2,0,2,0,0,0,0,0,2,0,4,2,0,2,1,2,0,5,6680
6680.Ch2,557,10572,8,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,2,0,1,1,0,1,0,0,0,0,0,1,0,1,3,0,2,4,3,0,5,6680
6680.Ch3,557,10572,8,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,3,0,2,5,0,1,0,0,0,0,0,3,0,1,3,0,2,1,3,0,5,6680
6680.Ch4,557,10572,8,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6680
6681.Ch1,557,10573,9,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,1,1,0,4,3,0,3,1,0,3,0,2,0,2,0,1,0,0,0,0,6,6681
6681.Ch2,557,10573,9,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,2,2,0,3,4,0,2,3,0,2,0,2,0,4,0,3,0,0,0,0,10,6681
6681.Ch3,557,10573,9,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,3,2,0,4,5,0,2,2,0,2,0,2,0,4,0,2,0,0,0,0,4,6681
6681.Ch4,557,10573,9,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6681
6682.Ch1,557,10574,10,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,1,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,4,0,1,6,6682
6682.Ch2,557,10574,10,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,2,1,1,0,0,1,2,3,1,0,0,0,0,0,0,0,2,3,0,1,11,6682
6682.Ch3,557,10574,10,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,3,3,2,0,0,1,1,2,1,0,0,0,0,0,0,0,4,1,0,1,3,6682
6682.Ch4,557,10574,10,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6682
6683.Ch1,557,10575,11,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,1,0,2,0,0,0,3,0,0,3,1,0,1,3,1,0,0,0,2,1,10,6683
6683.Ch2,557,10575,11,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,2,0,2,0,0,0,3,0,0,4,1,0,1,1,2,0,0,0,1,1,8,6683
6683.Ch3,557,10575,11,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,3,0,1,0,0,0,1,0,0,3,1,0,2,3,1,0,0,0,3,1,7,6683
6683.Ch4,557,10575,11,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6683
6684.Ch1,557,10576,12,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,1,2,0,0,0,1,0,0,0,3,2,1,0,0,3,1,3,0,2,0,7,6684
6684.Ch2,557,10576,12,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,2,3,0,0,0,1,0,0,0,4,1,2,0,0,1,2,2,0,1,0,12,6684
6684.Ch3,557,10576,12,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,3,2,0,0,0,1,0,0,0,3,2,1,0,0,2,3,2,0,2,0,8,6684
6684.Ch4,557,10576,12,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6684
6685.Ch1,558,10584,1,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,1,0,0,0,6,2,3,0,0,0,0,0,2,0,2,1,0,1,1,2,1,6685
6685.Ch2,558,10584,1,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,2,0,0,0,6,1,1,0,0,0,0,0,1,0,3,1,0,2,2,2,12,6685
6685.Ch3,558,10584,1,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,3,0,0,0,6,1,1,0,0,0,0,0,1,0,3,1,0,4,3,2,12,6685
6685.Ch4,558,10584,1,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685
6686.Ch1,558,10585,2,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,1,2,2,0,0,0,0,2,1,1,1,3,0,1,0,0,2,0,0,0,4,6686
6686.Ch2,558,10585,2,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,2,2,2,0,0,0,0,1,2,2,1,3,0,2,0,0,2,0,0,0,9,6686
6686.Ch3,558,10585,2,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,3,2,2,0,0,0,0,3,2,3,1,1,0,1,0,0,3,0,0,0,9,6686
6686.Ch4,558,10585,2,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6686
6687.Ch1,558,10586,3,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,1,3,0,5,6,1,3,2,0,0,0,3,2,0,0,0,0,0,0,2,6,6687
6687.Ch2,558,10586,3,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,2,3,0,3,5,2,3,3,0,0,0,2,1,0,0,0,0,0,0,2,10,6687
6687.Ch3,558,10586,3,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,3,2,0,3,6,2,3,1,0,0,0,2,1,0,0,0,0,0,0,2,12,6687
6687.Ch4,558,10586,3,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6687
6688.Ch1,558,10587,4,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,1,0,2,4,0,0,0,0,2,2,2,0,0,0,3,2,0,3,3,0,9,6688
6688.Ch2,558,10587,4,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,2,0,1,4,0,0,0,0,1,1,1,0,0,0,3,3,0,3,1,0,10,6688
6688.Ch3,558,10587,4,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,3,0,2,2,0,0,0,0,2,2,1,0,0,0,1,3,0,3,3,0,8,6688
6688.Ch4,558,10587,4,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6688
6689.Ch1,558,10588,5,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,1,0,0,4,5,0,3,3,0,0,2,0,0,2,2,0,1,0,1,0,11,6689
6689.Ch2,558,10588,5,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,2,0,0,5,2,0,1,1,0,0,2,0,0,4,2,0,2,0,2,0,8,6689
6689.Ch3,558,10588,5,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,3,0,0,4,4,0,2,1,0,0,2,0,0,3,1,0,4,0,3,0,12,6689
6689.Ch4,558,10588,5,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6689
6690.Ch1,558,10589,6,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,1,1,2,0,0,1,0,0,1,0,0,3,1,4,0,2,0,1,0,0,3,6690
6690.Ch2,558,10589,6,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,2,1,2,0,0,1,0,0,2,0,0,3,1,3,0,3,0,4,0,0,2,6690
6690.Ch3,558,10589,6,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,3,3,2,0,0,1,0,0,1,0,0,3,1,1,0,2,0,2,0,0,4,6690
6690.Ch4,558,10589,6,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6690
6691.Ch1,558,10590,7,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,1,0,2,0,6,0,0,2,0,3,0,0,1,0,2,0,1,2,0,1,1,6691
6691.Ch2,558,10590,7,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,2,0,1,0,1,0,0,2,0,4,0,0,1,0,1,0,3,2,0,1,3,6691
6691.Ch3,558,10590,7,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,3,0,1,0,5,0,0,2,0,2,0,0,1,0,2,0,3,1,0,2,10,6691
6691.Ch4,558,10590,7,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6691
6692.Ch1,558,10591,8,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,1,0,0,2,0,0,2,0,2,1,1,3,0,0,0,3,4,0,0,2,11,6692
6692.Ch2,558,10591,8,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,2,0,0,4,0,0,1,0,2,1,1,1,0,0,0,1,3,0,0,2,3,6692
6692.Ch3,558,10591,8,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,3,0,0,5,0,0,2,0,1,1,2,3,0,0,0,2,4,0,0,1,1,6692
6692.Ch4,558,10591,8,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6692
6693.Ch1,558,10592,9,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,1,2,0,0,0,1,0,3,2,0,2,0,0,1,1,0,0,0,3,1,10,6693
6693.Ch2,558,10592,9,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,2,2,0,0,0,2,0,1,1,0,2,0,0,3,3,0,0,0,1,2,2,6693
6693.Ch3,558,10592,9,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,3,2,0,0,0,1,0,1,1,0,2,0,0,4,3,0,0,0,2,1,8,6693
6693.Ch4,558,10592,9,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6693
6694.Ch1,558,10593,10,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch1,1,2,1,0,0,0,2,0,0,3,0,0,1,3,0,2,1,0,3,0,8,6694
6694.Ch2,558,10593,10,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch1,2,1,1,0,0,0,1,0,0,1,0,0,1,1,0,3,2,0,1,0,10,6694
6694.Ch3,558,10593,10,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch1,3,1,1,0,0,0,1,0,0,1,0,0,1,1,0,2,4,0,1,0,9,6694
6694.Ch4,558,10593,10,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6694
6695.Ch1,558,10594,11,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,1,0,0,3,1,2,0,0,0,0,1,2,2,4,0,0,2,3,0,0,9,6695
6695.Ch2,558,10594,11,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,2,0,0,1,3,1,0,0,0,0,2,2,1,1,0,0,4,3,0,0,2,6695
6695.Ch3,558,10594,11,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,3,0,0,2,6,2,0,0,0,0,2,2,2,1,0,0,3,1,0,0,6,6695
6695.Ch4,558,10594,11,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695
6696.Ch1,558,10595,12,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,1,0,0,5,0,1,1,2,2,2,0,1,0,0,0,0,0,4,3,0,6,6696
6696.Ch2,558,10595,12,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,2,0,0,2,0,2,3,2,1,4,0,3,0,0,0,0,0,3,2,0,1,6696
6696.Ch3,558,10595,12,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,3,0,0,2,0,2,1,3,1,3,0,2,0,0,0,0,0,4,1,0,6,6696
6696.Ch4,558,10595,12,Small Car,2003,25,25,0,25,4,SE,2,250000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6696
6697.Ch1,559,10603,1,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,1,2,0,0,0,1,0,3,0,1,2,1,1,0,2,1,0,0,0,0,1,6697
6697.Ch2,559,10603,1,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,2,1,0,0,0,2,0,2,0,3,2,1,1,0,3,1,0,0,0,0,1,6697
6697.Ch3,559,10603,1,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,3,1,0,0,0,2,0,2,0,4,2,3,2,0,3,1,0,0,0,0,12,6697
6697.Ch4,559,10603,1,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6697
6698.Ch1,559,10604,2,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,1,0,1,3,0,0,3,0,2,0,0,0,0,1,0,0,2,1,1,2,6,6698
6698.Ch2,559,10604,2,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,2,0,1,1,0,0,1,0,2,0,0,0,0,2,0,0,1,2,1,1,5,6698
6698.Ch3,559,10604,2,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,3,0,1,3,0,0,2,0,1,0,0,0,0,3,0,0,3,3,1,1,3,6698
6698.Ch4,559,10604,2,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6698
6699.Ch1,559,10605,3,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,1,1,0,0,1,0,1,0,1,2,2,0,0,0,0,2,0,0,1,2,12,6699
6699.Ch2,559,10605,3,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,2,1,0,0,1,0,3,0,1,2,2,0,0,0,0,2,0,0,3,2,8,6699
6699.Ch3,559,10605,3,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,3,1,0,0,5,0,3,0,2,2,2,0,0,0,0,2,0,0,1,2,3,6699
6699.Ch4,559,10605,3,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6699
6700.Ch1,559,10606,4,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,1,0,2,1,0,0,0,3,0,0,0,1,1,1,2,0,2,3,0,0,2,6700
6700.Ch2,559,10606,4,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,2,0,1,4,0,0,0,3,0,0,0,2,2,2,3,0,2,2,0,0,7,6700
6700.Ch3,559,10606,4,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,3,0,1,1,0,0,0,1,0,0,0,3,1,2,2,0,4,4,0,0,9,6700
6700.Ch4,559,10606,4,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700
6701.Ch1,559,10607,5,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,1,0,0,0,1,2,0,0,2,1,0,2,2,2,0,2,0,0,1,0,6,6701
6701.Ch2,559,10607,5,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,2,0,0,0,1,1,0,0,1,2,0,2,1,2,0,2,0,0,3,0,12,6701
6701.Ch3,559,10607,5,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,3,0,0,0,1,1,0,0,1,2,0,2,1,2,0,1,0,0,3,0,12,6701
6701.Ch4,559,10607,5,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6701
6702.Ch1,559,10608,6,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,1,3,2,5,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,1,4,6702
6702.Ch2,559,10608,6,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,2,2,1,3,4,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,6,6702
6702.Ch3,559,10608,6,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,3,2,2,5,1,1,2,2,0,0,0,0,0,0,3,0,0,0,0,2,5,6702
6702.Ch4,559,10608,6,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6702
6703.Ch1,559,10609,7,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch3,1,0,0,0,0,1,0,0,0,3,1,2,0,0,2,0,2,4,1,1,8,6703
6703.Ch2,559,10609,7,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch3,2,0,0,0,0,2,0,0,0,1,1,1,0,0,3,0,1,3,1,2,4,6703
6703.Ch3,559,10609,7,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch3,3,0,0,0,0,2,0,0,0,1,1,2,0,0,1,0,3,4,2,1,8,6703
6703.Ch4,559,10609,7,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6703
6704.Ch1,559,10610,8,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,1,2,0,2,2,0,0,2,2,0,1,0,0,1,0,3,0,4,0,0,2,6704
6704.Ch2,559,10610,8,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,2,1,0,3,5,0,0,2,2,0,2,0,0,4,0,2,0,3,0,0,4,6704
6704.Ch3,559,10610,8,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,3,2,0,1,5,0,0,2,2,0,1,0,0,4,0,2,0,4,0,0,2,6704
6704.Ch4,559,10610,8,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6704
6705.Ch1,559,10611,9,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,1,0,1,0,2,0,1,0,1,2,2,0,2,0,2,0,1,0,0,0,1,6705
6705.Ch2,559,10611,9,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,2,0,2,0,5,0,1,0,2,4,2,0,2,0,3,0,1,0,0,0,5,6705
6705.Ch3,559,10611,9,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,3,0,2,0,1,0,1,0,1,4,2,0,1,0,2,0,3,0,0,0,6,6705
6705.Ch4,559,10611,9,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6705
6706.Ch1,559,10612,10,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,1,3,1,1,0,0,2,0,0,0,0,2,1,0,0,2,0,4,3,0,4,6706
6706.Ch2,559,10612,10,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,2,3,1,2,0,0,1,0,0,0,0,2,2,0,0,3,0,4,3,0,2,6706
6706.Ch3,559,10612,10,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,3,3,2,5,0,0,2,0,0,0,0,2,2,0,0,3,0,2,1,0,9,6706
6706.Ch4,559,10612,10,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6706
6707.Ch1,559,10613,11,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,1,0,0,0,0,1,0,2,0,4,0,0,0,3,1,1,4,1,0,1,1,6707
6707.Ch2,559,10613,11,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,2,0,0,0,0,2,0,3,0,3,0,0,0,1,2,1,4,4,0,2,3,6707
6707.Ch3,559,10613,11,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,3,0,0,0,0,2,0,1,0,3,0,0,0,4,2,3,1,2,0,1,12,6707
6707.Ch4,559,10613,11,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6707
6708.Ch1,559,10614,12,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,1,1,2,0,0,1,0,0,1,0,1,3,2,0,0,0,3,0,0,2,4,6708
6708.Ch2,559,10614,12,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,2,3,1,0,0,2,0,0,2,0,2,1,1,0,0,0,2,0,0,2,4,6708
6708.Ch3,559,10614,12,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,3,2,2,0,0,1,0,0,1,0,1,1,2,0,0,0,4,0,0,1,2,6708
6708.Ch4,559,10614,12,Prestige Luxury Sedan,2005,275,25,0,35,5,NE,1,115000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6708
6709.Ch1,560,10622,1,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,1,0,0,1,5,0,0,0,1,0,2,0,2,1,0,3,3,0,1,0,8,6709
6709.Ch2,560,10622,1,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,2,0,0,2,1,0,0,0,1,0,2,0,1,3,0,2,1,0,2,0,9,6709
6709.Ch3,560,10622,1,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,3,0,0,3,4,0,0,0,2,0,1,0,2,2,0,2,1,0,2,0,10,6709
6709.Ch4,560,10622,1,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6709
6710.Ch1,560,10623,2,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,1,2,0,0,0,2,3,3,0,1,0,1,0,0,3,0,0,2,0,2,4,6710
6710.Ch2,560,10623,2,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,2,3,0,0,0,1,1,3,0,3,0,1,0,0,2,0,0,3,0,1,12,6710
6710.Ch3,560,10623,2,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,3,3,0,0,0,1,1,3,0,3,0,1,0,0,1,0,0,3,0,2,6,6710
6710.Ch4,560,10623,2,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6710
6711.Ch1,560,10624,3,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,1,3,2,0,2,1,0,0,0,3,0,0,1,0,0,1,0,2,2,0,2,6711
6711.Ch2,560,10624,3,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,2,2,2,0,1,1,0,0,0,1,0,0,2,0,0,3,0,4,1,0,11,6711
6711.Ch3,560,10624,3,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,3,1,1,0,5,2,0,0,0,4,0,0,1,0,0,3,0,2,1,0,2,6711
6711.Ch4,560,10624,3,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6711
6712.Ch1,560,10625,4,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,1,0,2,1,0,0,1,3,0,0,1,1,0,4,0,0,4,0,0,1,8,6712
6712.Ch2,560,10625,4,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,2,0,1,4,0,0,3,1,0,0,1,1,0,4,0,0,1,0,0,2,6,6712
6712.Ch3,560,10625,4,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,3,0,1,3,0,0,1,3,0,0,2,3,0,1,0,0,3,0,0,1,7,6712
6712.Ch4,560,10625,4,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6712
6713.Ch1,560,10626,5,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,1,2,1,0,3,0,2,0,1,0,1,0,0,0,1,0,0,0,2,2,4,6713
6713.Ch2,560,10626,5,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,2,1,1,0,6,0,1,0,2,0,2,0,0,0,3,0,0,0,1,1,5,6713
6713.Ch3,560,10626,5,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,3,1,2,0,6,0,3,0,2,0,2,0,0,0,1,0,0,0,1,2,3,6713
6713.Ch4,560,10626,5,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713
6714.Ch1,560,10627,6,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,1,0,0,0,0,2,0,0,1,4,0,3,0,4,2,2,1,2,0,0,12,6714
6714.Ch2,560,10627,6,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,2,0,0,0,0,1,0,0,1,1,0,1,0,1,1,3,4,4,0,0,9,6714
6714.Ch3,560,10627,6,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,3,0,0,0,0,2,0,0,1,1,0,1,0,1,2,2,4,4,0,0,7,6714
6714.Ch4,560,10627,6,Midsize Car,2001,25,15,0,35,5,NE,1,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6714
